dataset,horizon,seed,method,wis,wis_dispersion,wis_overprediction,wis_underprediction,cov50,cov90,cov95
australia-covid,3,1000,raw,86.82874469264671,31.291492814495818,1.163333160877922,48.50214227460186,0.35714285714285715,0.9263392857142857,0.9799107142857143
australia-covid,3,1000,identity,70.73294671378832,37.27236417025074,0.9791794415065868,26.84473422492467,0.515625,0.9386160714285714,0.9765625
australia-covid,3,1000,adjacency,81.00765592392061,36.08509246443068,0.9836357504025287,38.06733984981448,0.5200892857142857,0.9430803571428571,0.9799107142857143
australia-covid,3,1000,uniform,81.22167099988505,35.60190448073751,1.0193384005369979,38.728715408061234,0.49888392857142855,0.9464285714285714,0.9821428571428571
australia-covid,3,123,raw,23.638780272838005,17.611242110011233,4.459183435892883,0.7662827624412982,0.5089285714285714,0.9029017857142857,0.9665178571428571
australia-covid,3,123,identity,15.156289902035127,7.366482148273322,6.177241442175523,0.8114364372554773,0.5758928571428571,0.9296875,0.9754464285714286
australia-covid,3,123,adjacency,20.230486671958086,12.589598033218616,6.110892183425032,0.7280229457324336,0.5848214285714286,0.9397321428571429,0.9787946428571429
australia-covid,3,123,uniform,20.72403492307048,13.070726983818512,6.116580074612536,0.7349185019800937,0.5691964285714286,0.9363839285714286,0.9765625
australia-covid,3,30,raw,23.79193898490584,20.74907697521781,1.270751949486479,1.2245719665487915,0.5089285714285714,0.9017857142857143,0.9754464285714286
australia-covid,3,30,identity,12.790846460577828,8.931874267647899,1.2264806142956108,2.096552045564659,0.5870535714285714,0.9341517857142857,0.9787946428571429
australia-covid,3,30,adjacency,18.766700115064275,15.110056065457544,1.2358508972705615,1.879898094763019,0.5870535714285714,0.9375,0.9821428571428571
australia-covid,3,30,uniform,19.376549060319537,15.71466136962563,1.25107113654893,1.8693262085272286,0.5736607142857143,0.9386160714285714,0.9821428571428571
australia-covid,3,42,raw,43.04459832053673,23.51209707686001,16.242365408665645,0.8372364251625648,0.42410714285714285,0.9508928571428571,0.9866071428571429
australia-covid,3,42,identity,35.04239243901572,11.062636352248884,20.90136085752606,0.6621106852031087,0.5334821428571429,0.9564732142857143,0.984375
australia-covid,3,42,adjacency,41.73196074307093,20.50466233487663,18.089438152135067,0.6849622046979872,0.5323660714285714,0.9553571428571429,0.9877232142857143
australia-covid,3,42,uniform,42.17591804780391,21.253024495338547,17.767325477582048,0.7026686650348005,0.5033482142857143,0.9598214285714286,0.9877232142857143
