model,dataset,window,horizon,ablation,seed,use_adj,timestamp,mae,std_MAE,rmse,rmse_states,pcc,pcc_states,MAPE,R2,R2_states,Var,Vars,Peak
MSTAGAT-Net,region785,20,10,none,30,True,20260127_025232,665.6773071289062,444.4001770019531,1190.401560398843,994.0652465820312,0.6718617677688599,0.5129836797714233,7.44011785513976e-08,0.3022522926330566,-0.1399137377738952,0.4337693452835083,0.1557292640209198,943.7325439453124
MSTAGAT-Net,region785,20,10,none,42,True,20260209_093207,551.7391967773438,334.2528076171875,961.885323206462,807.0885620117188,0.7998435497283936,0.6171904802322388,1.0252370685748249e-07,0.6152494549751282,0.2170368134975433,0.6323949098587036,0.3315640091896057,727.522216796875
MSTAGAT-Net,region785,20,10,none,45,True,20260127_025304,588.5227661132812,436.4925231933594,1003.2945728947208,818.1226806640625,0.7956384420394897,0.7691897749900818,6.248976802680772e-08,0.5043576955795288,0.2767511308193207,0.6119159460067749,0.5467308163642883,821.0368041992188
MSTAGAT-Net,region785,20,10,none,123,True,20260127_025335,574.693359375,368.9752807617188,1030.7213493471454,871.7005004882812,0.7437311410903931,0.5133839845657349,7.326308804067595e-08,0.4768888354301452,0.0390967354178428,0.5489420294761658,0.2009543180465698,808.5132446289062
MSTAGAT-Net,region785,20,10,none,1000,True,20260127_025352,548.5867919921875,389.4223937988281,990.5676402951996,804.9039916992188,0.7948306798934937,0.7371236681938171,5.6837368589413024e-08,0.5168524980545044,0.3247787058353424,0.5976189970970154,0.5184686183929443,745.9739990234375
EpiSIG-Net-V3,region785,20,14,no_agam,1,True,20260205_001242,680.3502197265625,431.48333740234375,1189.334845617499,1000.455078125,0.5984340906143188,0.4441639482975006,1.309450112785271e-07,0.3035022020339966,-0.3742983341217041,0.3361654877662658,-0.2160617858171463,885.4534301757812
MSTAGAT-Net,region785,20,14,no_agam,5,True,20260127_054522,815.0512084960938,530.8165283203125,1353.3901414595866,1133.214111328125,0.4541003108024597,0.1112140640616417,1.1914753628161637e-07,0.0981019735336303,-0.4561307430267334,0.1520108580589294,-0.3087475597858429,1007.3837280273438
EpiSIG-Net-V3,region785,20,14,no_mtfm,1,True,20260205_001426,680.3502197265625,431.48333740234375,1189.334845617499,1000.455078125,0.5984340906143188,0.4441639482975006,1.309450112785271e-07,0.3035022020339966,-0.3742983341217041,0.3361654877662658,-0.2160617858171463,885.4534301757812
MSTAGAT-Net,region785,20,14,no_mtfm,5,True,20260127_054637,778.0573120117188,524.8017578125,1377.9704278394363,1131.7388916015625,0.5972112417221069,0.2164002209901809,1.1492237206311985e-07,0.0650438070297241,-0.3514105379581451,0.2659956812858581,0.0526529438793659,1074.1337890625
EpiSIG-Net-V3,region785,20,14,no_pprm,1,True,20260205_001611,680.3502197265625,431.48333740234375,1189.334845617499,1000.455078125,0.5984340906143188,0.4441639482975006,1.309450112785271e-07,0.3035022020339966,-0.3742983341217041,0.3361654877662658,-0.2160617858171463,885.4534301757812
MSTAGAT-Net,region785,20,14,no_pprm,5,True,20260127_054742,759.2359619140625,529.2179565429688,1258.0685096607417,1037.5731201171875,0.5999912619590759,0.4381613135337829,1.4726710162449308e-07,0.2206724286079406,-0.1998768150806427,0.3427637815475464,0.16077920794487,970.9026489257812
EpiSIG-Net-V3,region785,20,14,none,1,True,20260205_001059,680.3502197265625,431.48333740234375,1189.334845617499,1000.455078125,0.5984340906143188,0.4441639482975006,1.309450112785271e-07,0.3035022020339966,-0.3742983341217041,0.3361654877662658,-0.2160617858171463,885.4534301757812
MSTAGAT-Net,region785,20,14,none,5,True,20260127_054436,1041.873779296875,692.7877197265625,1697.0555382779903,1418.107666015625,0.3346987962722778,-0.0809757933020591,7.463595608214747e-08,-0.4180892705917358,-1.2501485347747805,0.1004524827003479,-0.0917885899543762,1486.291015625
EpiSIG-Net-V3,region785,20,15,none,1,True,20260204_200628,740.1676635742188,464.1910095214844,1311.9943787989337,1084.885009765625,0.5583375692367554,0.0667148008942604,1.484755500769097e-07,0.1524303555488586,-0.2980192303657532,0.2594889998435974,0.0035385012160986,960.2853393554688
EpiSIG-Net-V3,region785,20,15,none,2,True,20260204_200801,767.0693359375,482.7880859375,1348.162963072343,1115.179443359375,0.5112592577934265,-0.3050463199615478,1.532417286398413e-07,0.1050552129745483,-0.3670640885829925,0.2233105301856994,-0.0486437305808067,996.8880004882812
EpiSIG-Net-V3,region785,20,15,none,3,True,20260204_200922,759.1506958007812,466.9396057128906,1312.8871809870031,1091.1773681640625,0.5012505650520325,-0.1873993277549743,1.598260723767453e-07,0.1512764692306518,-0.3433285355567932,0.2331283688545227,-0.0826999098062515,957.996826171875
EpiSIG-Net-V3,region785,20,15,none,4,True,20260204_201116,764.3242797851562,472.04443359375,1331.4846037412524,1104.6424560546875,0.5046896934509277,-0.3210932910442352,1.6262406177247613e-07,0.1270613074302673,-0.3664264678955078,0.225159466266632,-0.0581344589591026,975.9468994140624
EpiSIG-Net-V3,region785,20,15,none,5,True,20260204_201356,628.85888671875,411.4164123535156,1102.1551047833514,911.7255859375,0.733925461769104,0.5957016348838806,9.6593126386324e-08,0.4018682241439819,0.0794651061296463,0.5061373710632324,0.3072206079959869,860.7665405273438
EpiSIG-Net-V3,region785,20,15,none,6,True,20260204_201511,718.4578247070312,425.7720642089844,1203.8745262692453,1009.9465942382812,0.5569467544555664,0.1184433102607727,1.6587020468250557e-07,0.286368727684021,-0.2256926298141479,0.3065309524536133,-0.0356648080050945,846.6605834960938
EpiSIG-Net-V3,region785,20,15,none,7,True,20260204_201625,754.8343505859375,471.570556640625,1317.3010760642385,1090.958251953125,0.5168942213058472,-0.2160722464323043,1.5791083285421337e-07,0.145560085773468,-0.3232605457305908,0.2373835444450378,-0.0439112186431884,959.2736206054688
EpiSIG-Net-V3,region785,20,15,none,8,True,20260204_201740,754.5034790039062,471.2862243652344,1327.656252574438,1098.988037109375,0.5246891379356384,-0.1108401268720626,1.514096652499575e-07,0.1320739388465881,-0.3336789906024933,0.2386839985847473,-0.0362874753773212,975.7958374023438
EpiSIG-Net-V3,region785,20,15,none,9,True,20260204_201901,747.1679077148438,476.0037231445313,1322.2398137251805,1091.286865234375,0.541246235370636,-0.0671883672475814,1.4496865219371102e-07,0.1391412019729614,-0.2985142171382904,0.2489280700683593,-0.0120967924594879,968.6244506835938
EpiSIG-Net-V3,region785,20,15,none,10,True,20260204_202048,697.8790283203125,446.9765319824219,1268.725295325982,1061.925048828125,0.5470384955406189,0.3710122108459472,1.431062344181555e-07,0.2074135541915893,-0.4119954109191894,0.2515397071838379,-0.2575833797454834,897.948974609375
MSTAGAT-Net,region785,20,15,none,30,True,20260127_025433,675.6964111328125,457.32177734375,1230.3342533636946,1017.1637573242188,0.6266923546791077,0.3992034494876861,8.958175357065556e-08,0.2546544075012207,-0.1345537602901458,0.3729813694953918,0.1116591319441795,934.862060546875
MSTAGAT-Net,region785,20,15,none,42,True,20260209_093309,801.4985961914062,535.0009765625,1333.5486961487384,1092.49755859375,0.562177300453186,0.1889186054468155,1.5319960766646545e-07,0.2604791522026062,-0.14287588000297546,0.31039637327194214,0.035522300750017166,1002.9500122070312
MSTAGAT-Net,region785,20,15,none,45,True,20260127_025502,755.5325317382812,477.2862854003906,1346.4001076945888,1116.263916015625,0.5136319398880005,-0.1827811300754547,1.316892195291075e-07,0.1073941588401794,-0.367680549621582,0.2341195344924926,-0.0886035561561584,1000.4817504882812
MSTAGAT-Net,region785,20,15,none,123,True,20260127_025524,616.9939575195312,395.5705871582031,1099.917724195769,907.05615234375,0.701041579246521,0.4386235773563385,1.2557721618122741e-07,0.4042941927909851,0.0236249677836895,0.4671164155006408,0.2173918783664703,798.2587280273438
MSTAGAT-Net,region785,20,15,none,1000,True,20260127_025541,719.19970703125,476.5868225097656,1210.449813086028,998.5264892578124,0.6234185099601746,0.4473209977149963,1.0879956136022885e-07,0.2785519957542419,-0.0856625586748123,0.3850043416023254,0.1589744091033935,953.3178100585938
